,Word,lengths
16489,卵巢窝,3
16490,卵形,2
16491,卵模,2
16492,卵母细胞,4
16493,卵泡,2
16494,卵用鸡,3
16495,卵石,2
16496,卵磷脂,3
16497,卵精巢,3
16498,卵裂,2
16499,卵鞘,2
16500,卵黄,2
16501,卵黄囊,3
16502,卵黄管,3
16503,卵黄腺,3
16504,卷,1
16505,卷刃,2
16506,卷土重来,4
16507,卷地皮,3
16508,卷子,2
16509,卷宗,2
16510,卷尺,2
16511,卷尾猴,3
16512,卷层云,3
16513,卷巴,2
16514,卷帙,2
16515,卷帙浩繁,4
16516,卷心菜,3
16517,卷烟,2
16518,卷笔刀,3
16519,卷帘门,3
16520,卷纸,2
16521,卷绕,2
16522,卷羽鹈鹕,4
16523,卷舌元音,4
16524,卷裹,2
16525,卷起,2
16526,卷轴,2
16527,卷云,2
16528,卷须,2
16529,卸,1
16530,卸下,2
16531,卸任,2
16532,卸套,2
16533,卸妆,2
16534,卸扣,2
16535,卸磨杀驴,4
16536,卸职,2
16537,卸肩儿,3
16538,卸装,2
16539,卸货,2
16540,卸责,2
16541,卸载,2
16542,卸头,2
16543,却之不恭,4
16544,却倒,2
16545,却才,2
16546,却是,2
16547,却步,2
16548,却病,2
16549,卼,1
16550,卽,1
16551,卿卿我我,4
16552,膝,1
16553,厂,1
16554,厂字旁,3
16555,厄,1
16556,厄什塔,3
16557,厄利垂亚,4
16558,厄勒布鲁,4
16559,厄勒海峡,4
16560,厄境,2
16561,厄娃,2
16562,厄洛斯,3
16563,厄尔尼诺,4
16564,厄尔尼诺现象,6
16565,厄尔布鲁士,5
16566,厄瓜多,3
16567,厄瓜多尔,4
16568,厄立特里亚,5
16569,厄运,2
16570,厎,1
16571,厓,1
16572,厔,1
16573,厖,1
16574,厗,1
16575,厗奚,2
16576,厘,1
16577,厘金,2
16578,厍,1
16579,厚,1
16580,厚古薄今,4
16581,厚嘴啄花鸟,5
16582,厚嘴绿鸠,4
16583,厚嘴苇莺,4
16584,厚报,2
16585,厚实,2
16586,厚底鞋,3
16587,厚度,2
16588,厚待,2
16589,厚德载物,4
16590,厚爱,2
16591,厚望,2
16592,厚朴,2
16593,厚此薄彼,4
16594,厚死薄生,4
16595,厚生劳动省,5
16596,厚生相,3
16597,厚生省,3
16598,厚礼,2
16599,厚积薄发,4
16600,厚脸皮,3
16601,厚薄,2
16602,厚薄规,3
16603,厚谊,2
16604,厚赐,2
16605,厚道,2
16606,厚重,2
16607,厚颜,2
16608,厚颜无耻,4
16609,厚养薄葬,4
16610,厜,1
16611,厝,1
16612,厝火积薪,4
16613,厞,1
16614,原人,2
16615,原件,2
16616,原位,2
16617,原住民,3
16618,原住民族,4
16619,原作,2
16620,原作版,3
16621,原来,2
16622,原来如此,4
16623,原价,2
16624,原先,2
16625,原典版,3
16626,原函数,3
16627,原初,2
16628,原则上,3
16629,原则性,3
16630,原创,2
16631,原创力,3
16632,原创性,3
16633,原动力,3
16634,原南斯拉夫,5
16635,原原本本,4
16636,原名,2
16637,原告,2
16638,原味,2
16639,原唱,2
16640,原因,2
16641,原图,2
16642,原地,2
16643,原地踏步,4
16644,原址,2
16645,原型,2
16646,原始,2
16647,原始人,3
16648,原始林,3
16649,原始热带雨林,6
16650,原始码,3
16651,原始社会,4
16652,原委,2
16653,原子,2
16654,原子半径,4
16655,原子反应堆,5
16656,原子堆,3
16657,原子序数,4
16658,原子弹,3
16659,原子核,3
16660,原子武器,4
16661,原子爆弹,4
16662,原子科学家,5
16663,原子科学家通报,7
16664,原子笔,3
16665,原子能,3
16666,原子能发电站,6
16667,原子论,3
16668,原子质量,4
16669,原子量,3
16670,原子钟,3
16671,原定,2
16672,原封不动,4
16673,原居,2
16674,原州,2
16675,原州区,3
16676,原平,2
16677,原平市,3
16678,原形,2
16679,原形毕露,4
16680,原意,2
16681,原拟,2
16682,原故,2
16683,原文,2
16684,原料,2
16685,原有,2
16686,原木,2
16687,原本,2
16688,原材料,3
16689,原核,2
16690,原核生物,4
16691,原核生物界,5
16692,原核细胞,4
16693,原核细胞型微生物,8
16694,原样,2
16695,原水,2
16696,原汁,2
16697,原汁原味,4
16698,原油,2
16699,原煤,2
16700,原爆,2
16701,原爆点,3
16702,原牛,2
16703,原物料,3
16704,原状,2
16705,原班人马,4
16706,原理,2
16707,原生,2
16708,原生动物,4
16709,原生家庭,4
16710,原生橄榄油,5
16711,原生生物,4
16712,原生质,3
16713,原产,2
16714,原产国,3
16715,原产地,3
16716,原田,2
16717,原由,2
16718,原发性进行性失语,8
16719,原稿,2
16720,原籍,2
16721,原纤维,3
16722,原罪,2
16723,原义,2
16724,原声,2
16725,原声带,3
16726,原肾管,3
16727,原色,2
16728,原著,2
16729,原苏联,3
16730,原处,2
16731,原虫,2
16732,原被告,3
16733,原装,2
16734,原语,2
16735,原谅,2
16736,原谅色,3
16737,原貌,2
16738,原道,2
16739,原配,2
16740,原野,2
16741,原阳,2
16742,原阳县,3
16743,原鸽,2
16744,原点,2
16745,原点矩,3
16746,厕,1
16747,历,1
16748,厥,1
16749,厥功至伟,4
16750,厪,1
16751,厌,1
16752,厌世,2
16753,厌倦,2
16754,厌女症,3
16755,厌学,2
16756,厌恨,2
16757,厌恶,2
16758,厌恶人类者,5
16759,厌战,2
16760,厌弃,2
16761,厌气,2
16762,厌氧,2
16763,厌氧菌,3
16764,厌烦,2
16765,厌腻,2
16766,厌薄,2
16767,厌酷球孢子菌,6
16768,厌食,2
16769,厌食症,3
16770,厮,1
16771,厰,1
16772,厉,1
16773,厉害,2
16774,厉目而视,4
16775,厉声,2
16776,厉行,2
16777,厉行节约,4
16778,厉鬼,2
16779,厳,1
16780,厣,1
16781,厶,1
16782,厷,1
16783,厹,1
16784,厺,1
16785,去,1
16786,去世,2
16787,去中心化,4
16788,去你的,3
16789,去信,2
16790,去光水,3
16791,去其糟粕,4
16792,去势,2
16793,去取,2
16794,去取之间,4
16795,去向,2
16796,去向不明,4
16797,去回票,3
16798,去国,2
16799,去国外,3
16800,去垢剂,3
16801,去年,2
16802,去年底,3
16803,去得,2
16804,去掉,2
16805,去根,2
16806,去岁,2
16807,去死,2
16808,去氧核糖核酸,6
16809,去氧麻黄碱,5
16810,去污,2
16811,去污名化,4
16812,去火,2
16813,去留,2
16814,去皮,2
16815,去皮重,3
16816,去程,2
16817,去耦,2
16818,去声,2
16819,去职,2
16820,去台,2
16821,去台人员,4
16822,去芜存菁,4
16823,去处,2
16824,去路,2
16825,去逝,2
16826,去重,2
16827,去除,2
16828,去颤,2
16829,厼,1
16830,厾,1
16831,叁,1
16832,参加,2
16833,参加者,3
16834,参劾,2
16835,参半,2
16836,参卡尔,3
16837,参天,2
16838,参孙,2
16839,参宿,2
16840,参展,2
16841,参差,2
16842,参差不齐,4
16843,参差错落,4
16844,参悟,2
16845,参战,2
16846,参拜,2
16847,参政,2
16848,参政权,3
16849,参数,2
16850,参校,2
16851,参演,2
16852,参照,2
16853,参照系,3
16854,参看,2
16855,参禅,2
16856,参考,2
16857,参考文献,4
16858,参考书,3
16859,参考材料,4
16860,参考椭球体,5
16861,参考消息,4
16862,参考系,3
16863,参考资料,4
16864,参股,2
16865,参与,2
16866,参与者,3
16867,参茸,2
16868,参薯,2
16869,参见,2
16870,参观,2
16871,参访团,3
16872,参详,2
16873,参谋,2
16874,参谋总长,4
16875,参谋长,3
16876,参谒,2
16877,参议,2
16878,参议员,3
16879,参议院,3
16880,参赛,2
16881,参赛者,3
16882,参赞,2
16883,参军,2
16884,参透,2
16885,参选,2
16886,参选人,3
16887,参选率,3
16888,参酌,2
16889,参量,2
16890,参量空间,4
16891,参阅,2
16892,参院,2
16893,参杂,2
16894,参鸡汤,3
16895,参预,2
16896,叄,1
16897,又,1
16898,又 次,3
16899,又来了,3
16900,又及,2
16901,又名,2
16902,又吵又闹,4
16903,又好气又好笑,6
16904,又想当婊子又想立牌坊,10
16905,又称,2
16906,又要马儿好 又要马儿不吃草,13
16907,又要马儿跑 又要马儿不吃草,13
16908,又双叒叕,4
16909,叉,1
16910,叉乘,2
16911,叉勺,2
16912,叉圈,2
16913,叉子,2
16914,叉尾太阳鸟,5
16915,叉尾鸥,3
16916,叉形,2
16917,叉架,2
16918,叉烧,2
16919,叉烧包,3
16920,叉积,2
16921,叉簧,2
16922,叉腰,2
16923,叉车,2
16924,叉头,2
16925,及,1
16926,及其,2
16927,及早,2
16928,及时,2
16929,及时性,3
16930,及时行乐,4
16931,及时雨,3
16932,及格,2
16933,及格线,3
16934,及物,2
16935,及物动词,4
16936,及笄,2
16937,及第,2
16938,及耳,2
16939,及至,2
16940,及锋而试,4
16941,友人,2
16942,友商,2
16943,友善,2
16944,友好,2
16945,友好区,3
16946,友好关系,4
16947,友悌,2
16948,友情,2
16949,友爱,2
16950,友尽,2
16951,友谊,2
16952,友谊商店,4
16953,友谊地久天长,6
16954,友谊天长地久,6
16955,友谊峰,3
16956,友谊县,3
16957,友谊万岁,4
16958,友谊赛,3
16959,友军,2
16960,友邦,2
16961,友邦保险,4
16962,反串,2
16963,反之,2
16964,反之亦然,4
16965,反人道罪,4
16966,反人道罪行,5
16967,反人类,3
16968,反人类罪,4
16969,反作用,3
16970,反例,2
16971,反倒,2
16972,反侧,2
16973,反传算法,4
16974,反倾销,3
16975,反光,2
16976,反光镜,3
16977,反光面,3
16978,反共,2
16979,反其道而行之,6
16980,反函数,3
16981,反分裂法,4
16982,反切,2
16983,反制,2
16984,反剪,2
16985,反动,2
16986,反动分子,4
16987,反动势力,4
16988,反动派,3
16989,反反复复,4
16990,反叛,2
16991,反叛分子,4
16992,反口,2
16993,反右,2
16994,反右派斗争,5
16995,反右运动,4
16996,反向,2
16997,反咬 口,4
16998,反哺,2
16999,反唇相讥,4
17000,反问,2
17001,反问句,3
17002,反问语气,4
17003,反嘴,2
17004,反嘴鹬,3
17005,反噬,2
17006,反围剿,3
17007,反坐,2
17008,反坦克,3
17009,反坫,2
17010,反基督,3
17011,反垄断,3
17012,反垄断法,4
17013,反季,2
17014,反季节,3
17015,反安慰剂,4
17016,反客为主,4
17017,反密码子,4
17018,反射,2
17019,反射作用,4
17020,反射光,3
17021,反射动作,4
17022,反射区治疗,5
17023,反射弧,3
17024,反射星云,4
17025,反射疗法,4
17026,反射镜,3
17027,反射面,3
17028,反对,2
17029,反对派,3
17030,反对票,3
17031,反对党,3
17032,反导,2
17033,反导导弹,4
17034,反导弹,3
17035,反导系统,4
17036,反差,2
17037,反帝,2
17038,反常,2
17039,反式,2
17040,反式脂肪,4
17041,反式脂肪酸,5
17042,反弹,2
17043,反弹导弹,4
17044,反复,2
17045,反思,2
17046,反恐,2
17047,反恐战争,4
17048,反悔,2
17049,反感,2
17050,反应,2
17051,反应堆,3
17052,反应堆芯,4
17053,反应式,3
17054,反应时,3
17055,反应时间,4
17056,反应炉,3
17057,反应锅,3
17058,反战,2
17059,反战抗议,4
17060,反手,2
17061,反托拉斯,4
17062,反批评,3
17063,反抗,2
17064,反抗者,3
17065,反掌,2
17066,反接,2
17067,反撞,2
17068,反扑,2
17069,反击,2
17070,反攻,2
17071,反政府,3
17072,反败为胜,4
17073,反散射,3
17074,反文旁,3
17075,反斜杠,3
17076,反斜线,3
17077,反方,2
17078,反日,2
17079,反映,2
17080,反映论,3
17081,反时势,3
17082,反时针,3
17083,反智,2
17084,反智主义,4
17085,反智论,3
17086,反曲弓,3
17087,反杜林论,4
17088,反核,2
17089,反正,2
17090,反正 样,4
17091,反杀,2
17092,反比,2
17093,反气旋,3
17094,反水,2
17095,反求诸己,4
17096,反污,2
17097,反派,2
17098,反清,2
17099,反渗透,3
17100,反渗透法,4
17101,反演,2
17102,反潜,2
17103,反乌托邦,4
17104,反照,2
17105,反照率,3
17106,反物质,3
17107,反特,2
17108,反犹太主义,5
17109,反璞归真,4
17110,反生物战,4
17111,反用换流器,5
17112,反白,2
17113,反目,2
17114,反目成仇,4
17115,反相,2
17116,反相器,3
17117,反省,2
17118,反知识,3
17119,反社会,3
17120,反社会行为,5
17121,反科学,3
17122,反空降,3
17123,反粒子,3
17124,反美,2
17125,反美是工作赴美是生活,10
17126,反义,2
17127,反义字,3
17128,反义词,3
17129,反习,2
17130,反而,2
17131,反圣婴,3
17132,反胃,2
17133,反腐,2
17134,反腐倡廉,4
17135,反腐败,3
17136,反脸无情,4
17137,反兴奋剂,4
17138,反舰导弹,4
17139,反舰艇,3
17140,反刍,2
17141,反刍动物,4
17142,反英,2
17143,反英雄,3
17144,反华,2
17145,反冲,2
17146,反冲力,3
17147,反袁,2
17148,反袁运动,4
17149,反袁斗争,4
17150,反裘负刍,4
17151,反复无常,4
17152,反观,2
17153,反角,2
17154,反诉,2
17155,反诉状,3
17156,反诗,2
17157,反诘,2
17158,反诘问,3
17159,反话,2
17160,反语,2
17161,反诬,2
17162,反讽,2
17163,反证,2
17164,反证法,3
17165,反贪,2
17166,反贪污,3
17167,反贪腐,3
17168,反赤道流,4
17169,反走私,3
17170,反超,2
17171,反身,2
17172,反身代词,4
17173,反躬自问,4
17174,反转,2
17175,反转录,3
17176,反转录病毒,5
17177,反过来,3
17178,反过来说,4
17179,反酷刑折磨公约,7
17180,反酸,2
17181,反锯齿,3
17182,反录病毒,4
17183,反锁,2
17184,反铲,2
17185,反间,2
17186,反间计,3
17187,反间谍,3
17188,反电子,3
17189,反面,2
17190,反面人物,4
17191,反面儿,3
17192,反面教员,4
17193,反面教材,4
17194,反革命,3
17195,反革命宣传煽动罪,8
17196,反响,2
17197,反顾,2
17198,反馈,2
17199,反驳,2
17200,反骨,2
17201,反高潮,3
17202,反党,2
17203,収,1
17204,叒,1
17205,叔,1
17206,叔丈人,3
17207,叔丈母,3
17208,叔伯,2
17209,叔公,2
17210,叔叔,2
17211,叔婆,2
17212,叔子,2
17213,叔岳,2
17214,叔本华,3
17215,叔母,2
17216,叔父,2
17217,叔祖,2
17218,叔祖母,3
17219,叕,1
17220,取,1
17221,取之不尽 用之不竭,9
17222,取代,2
17223,取代基,3
17224,取保候审,4
17225,取保释放,4
17226,取信,2
17227,取其精华,4
17228,取其精华 去其糟粕,9
17229,取出,2
17230,取胜,2
17231,取名,2
17232,取向,2
17233,取回,2
17234,取巧,2
17235,取得,2
17236,取得 致,4
17237,取得胜利,4
17238,取悦,2
17239,取舍,2
17240,取景,2
17241,取景器,3
17242,取景框,3
17243,取暖,2
17244,取材,2
17245,取乐,2
17246,取模,2
17247,取样,2
17248,取样数量,4
17249,取款,2
17250,取款机,3
17251,取水,2
17252,取决,2
17253,取决于,3
17254,取消,2
17255,取消禁令,4
17256,取火,2
17257,取灯儿,3
17258,取现,2
17259,取用,2
17260,取笑,2
17261,取经,2
17262,取缔,2
17263,取而代之,4
17264,取证,2
17265,取走,2
17266,取道,2
17267,取银,2
17268,取钱,2
17269,取长补短,4
17270,取关,2
17271,取闹,2
17272,受,1
17273,受不了,3
17274,受主,2
17275,受事,2
17276,受享,2
17277,受任,2
17278,受保人,3
17279,受俸,2
17280,受伤,2
17281,受雇,2
17282,受冻挨饿,4
17283,受刑,2
17284,受刑人,3
17285,受到,2
17286,受制,2
17287,受取,2
17288,受命,2
17289,受命于天,4
17290,受困,2
17291,受够,2
17292,受夹板气,4
17293,受孕,2
17294,受害,2
17295,受害人,3
17296,受害者,3
17297,受寒,2
17298,受审,2
17299,受宠,2
17300,受宠若惊,4
17301,受封,2
17302,受得了,3
17303,受性,2
17304,受惠,2
17305,受戒,2
17306,受持,2
17307,受挫,2
17308,受控,2
17309,受损,2
17310,受支配,3
17311,受教,2
17312,受暑,2
17313,受格,2
17314,受业,2
17315,受权,2
17316,受欢迎,3
17317,受气,2
17318,受气包,3
17319,受法律保护权,6
17320,受洗,2
17321,受洗命名,4
17322,受浸,2
17323,受凉,2
17324,受潮,2
17325,受灾,2
17326,受灾地区,4
17327,受热,2
17328,受理,2
17329,受用,2
17330,受病,2
17331,受瘪,2
17332,受益,2
17333,受益人,3
17334,受益匪浅,4
17335,受尽,2
17336,受看,2
17337,受众,2
17338,受知,2
17339,受禅,2
17340,受礼,2
17341,受窘,2
17342,受穷,2
17343,受精,2
17344,受精卵,3
17345,受精囊,3
17346,受约束,3
17347,受纳,2
17348,受累,2
17349,受罪,2
17350,受聘,2
17351,受聘于,3
17352,受听,2
17353,受胎,2
17354,受膏,2
17355,受苦,2
17356,受虐,2
17357,受虐狂,3
17358,受训,2
17359,受托,2
17360,受托人,3
17361,受托者,3
17362,受访,2
17363,受访者,3
17364,受词,2
17365,受试者,3
17366,受贿,2
17367,受赏,2
17368,受辱,2
17369,受追捧,3
17370,受过,2
17371,受阻,2
17372,受降,2
17373,受降仪式,4
17374,受限,2
17375,受难,2
17376,受难日,3
17377,受难纪念,4
17378,受难者,3
17379,受电弓,3
17380,受领,2
17381,受领者,3
17382,受骗,2
17383,受惊,2
17384,受体,2
17385,受体拮抗剂,5
17386,叛,1
17387,叛乱,2
17388,叛乱罪,3
17389,叛匪,2
17390,叛国,2
17391,叛国罪,3
17392,叛徒,2
17393,叛教,2
17394,叛变,2
17395,叛贼,2
17396,叛卖,2
17397,叛军,2
17398,叛逃,2
17399,叛逆,2
17400,叛逆者,3
17401,叛离,2
17402,叛党,2
17403,叟,1
17404,睿,1
17405,丛,1
17406,丛冢,2
17407,丛书,2
17408,丛林,2
17409,丛林法则,4
17410,丛生,2
17411,丛台,2
17412,丛台区,3
17413,丛谈,2
17414,丛集,2
17415,口不应心,4
17416,口不择言,4
17417,口干舌燥,4
17418,口交,2
17419,口令,2
17420,口供,2
17421,口信,2
17422,口传,2
17423,口出狂言,4
17424,口北,2
17425,口口声声,4
17426,口吃,2
17427,口吐毒焰,4
17428,口吸盘,3
17429,口吻,2
17430,口味,2
17431,口哨,2
17432,口器,2
17433,口嚼酒,3
17434,口嫌体正直,5
17435,口嫌体直,4
17436,口子,2
17437,口实,2
17438,口射,2
17439,口岸,2
17440,口弦,2
17441,口彩,2
17442,口径,2
17443,口德,2
17444,口快心直,4
17445,口感,2
17446,口才,2
17447,口技,2
17448,口技表演者,5
17449,口播,2
17450,口是心非,4
17451,口服,2
17452,口条,2
17453,口欲期,3
17454,口水,2
17455,口水仗,3
17456,口水佬,3
17457,口水战,3
17458,口水歌,3
17459,口水鸡,3
17460,口沫,2
17461,口沫横飞,4
17462,口活,2
17463,口淫,2
17464,口渴,2
17465,口湖,2
17466,口湖乡,3
17467,口无择言,4
17468,口无遮拦,4
17469,口爆,2
17470,口琴,2
17471,口甜,2
17472,口疮,2
17473,口白,2
17474,口皮,2
17475,口眼歪斜,4
17476,口碑,2
17477,口碑流传,4
17478,口碑载道,4
17479,口福,2
17480,口称,2
17481,口簧,2
17482,口簧琴,3
17483,口糊,2
17484,口粮,2
17485,口红,2
17486,口红胶,3
17487,口络,2
17488,口罩,2
17489,口腔,2
17490,口腔炎,3
17491,口腹,2
17492,口腹之欲,4
17493,口臭,2
17494,口舌,2
17495,口若悬河,4
17496,口蘑,2
17497,口号,2
17498,口蜜腹剑,4
17499,口袋,2
17500,口袋妖怪,4
17501,口袋饼,3
17502,口角,2
17503,口角战,3
17504,口诀,2
17505,口讷,2
17506,口试,2
17507,口诛笔伐,4
17508,口语,2
17509,口语沟通,4
17510,口说无凭,4
17511,口译,2
17512,口译员,3
17513,口足目,3
17514,口蹄疫,3
17515,口述,2
17516,口锋,2
17517,口音,2
17518,口头,2
17519,口头禅,3
17520,口头语,3
17521,口风,2
17522,口风琴,3
17523,口香糖,3
17524,口鼻,2
17525,口齿,2
17526,口齿不清,4
17527,口齿伶俐,4
17528,口齿清楚,4
17529,口齿生香,4
17530,古,1
17531,古丈,2
17532,古丈县,3
17533,古交,2
17534,古交市,3
17535,古人,2
17536,古人类,3
17537,古人类学,4
17538,古今,2
17539,古今中外,4
17540,古今小说,4
17541,古今韵会举要,6
17542,古代,2
17543,古代史,3
17544,古来,2
17545,古杰拉尔,4
17546,古杰拉特邦,5
17547,古典,2
17548,古典文学,4
17549,古典乐,3
17550,古典派,3
17551,古典语言,4
17552,古典音乐,4
17553,古冶,2
17554,古冶区,3
17555,古刹,2
17556,古北界,3
17557,古史,2
17558,古吉拉特,4
17559,古吉拉特邦,5
17560,古国,2
17561,古地磁,3
17562,古坑,2
17563,古坑乡,3
17564,古城,2
17565,古城区,3
17566,古堡,2
17567,古塔,2
17568,古塔区,3
17569,古墓,2
17570,古墓葬群,4
17571,古墓丽影,4
17572,古奇,2
17573,古字,2
17574,古宅,2
17575,古巴,2
17576,古巴比伦,4
17577,古希腊,3
17578,古希腊语,4
17579,古币,2
17580,古往今来,4
17581,古怪,2
17582,古惑仔,3
17583,古拉格,3
17584,古文,2
17585,古文字学,4
17586,古文明,3
17587,古文观止,4
17588,古文运动,4
17589,古斯塔夫 多雷,7
17590,古斯塔夫 施特雷泽曼,10
17591,古新世,3
17592,古新统,3
17593,古方,2
17594,古早,2
17595,古早味,3
17596,古昔,2
17597,古时,2
17598,古时候,3
17599,古晋,2
17600,古书,2
17601,古板,2
17602,古柯,2
17603,古柯树,3
17604,古柯碱,3
17605,古根海姆,4
17606,古根罕,3
17607,古根罕喷气推进研究中心,11
17608,古朴,2
17609,古气候学,4
17610,古波,2
17611,古浪,2
17612,古浪县,3
17613,古尔班通古特沙漠,8
17614,古尔邦节,4
17615,古物,2
17616,古特雷斯,4
17617,古玩,2
17618,古玩店,3
17619,古琴,2
17620,古生代,3
17621,古生物,3
17622,古生物学,4
17623,古生物学家,5
17624,古田,2
17625,古田县,3
17626,古登堡,3
17627,古盗鸟,3
17628,古砚,2
17629,古稀,2
17630,古筝,2
17631,古籍,2
17632,古县,2
17633,古纤道,3
17634,古罗马,3
17635,古义,2
17636,古老,2
17637,古老肉,3
17638,古脊椎动物学,6
17639,古旧,2
17640,古色古香,4
17641,古董,2
17642,古董滩,3
17643,古蔺,2
17644,古蔺县,3
17645,古兰经,3
17646,古装,2
17647,古装剧,3
17648,古训,2
17649,古诗,2
17650,古语,2
17651,古谚,2
17652,古诺,2
17653,古迹,2
17654,古道,2
17655,古都,2
17656,古里古怪,4
17657,古铜色,3
17658,古铜色卷尾,5
17659,古雅典,3
17660,古灵精怪,4
17661,古音,2
17662,古风,2
17663,古驰,2
17664,古腾堡计划,5
17665,古体诗,3
17666,古鲁,2
17667,古鲁鲁,3
17668,古龙,2
17669,古龙水,3
17670,句句实话,4
17671,句型,2
17672,句子,2
17673,句容,2
17674,句容市,3
17675,句式,2
17676,句数,2
17677,句法,2
17678,句法分析,4
17679,句法意识,4
17680,句群,2
17681,句号,2
17682,句读,2
17683,句逗,2
17684,句首,2
17685,句骊河,3
17686,句点,2
17687,另,1
17688,另 半,3
17689,另 方面,4
17690,另册,2
17691,另加,2
17692,另外,2
17693,另存,2
17694,另存为,3
17695,另寄,2
17696,另有,2
17697,另有企图,4
17698,另案,2
17699,另用,2
17700,另当别论,4
17701,另眼相看,4
17702,另行,2
17703,另行通知,4
17704,另见,2
17705,另觅新欢,4
17706,另请高明,4
17707,另谋高就,4
17708,另起炉灶,4
17709,另开,2
17710,另辟蹊径,4
17711,另类,2
17712,另类医疗,4
17713,叨,1
17714,叨叨,2
17715,叨唠,2
17716,叨念,2
17717,叨扰,2
17718,叩,1
17719,叩问,2
17720,叩应,2
17721,叩拜,2
17722,叩球,2
17723,叩见,2
17724,叩谒,2
17725,叩门,2
17726,叩关,2
17727,叩头,2
17728,叩首,2
17729,只,1
17730,只不过,3
17731,只可意会 不可言传,9
17732,只好,2
17733,只得,2
17734,只怕,2
17735,只是,2
17736,只有,2
17737,只欠东风,4
17738,只消,2
17739,只争旦夕,4
17740,只争朝夕,4
17741,只知其 不知其,7
17742,只管,2
17743,只能,2
17744,只要,2
17745,只要功夫深 铁杵磨成针,11
17746,只见,2
17747,只见树木不见森林,8
17748,只言片语,4
17749,只许州官放火 不许百姓点灯,13
17750,只说不做,4
17751,只读,2
17752,只限于,3
17753,只顾,2
17754,叫,1
17755,叫作,2
17756,叫做,2
17757,叫停,2
17758,叫化子,3
17759,叫喊,2
17760,叫唤,2
17761,叫嚷,2
17762,叫嚣,2
17763,叫好,2
17764,叫屈,2
17765,叫床,2
17766,叫早,2
17767,叫春,2
17768,叫板,2
17769,叫法,2
17770,叫牌,2
17771,叫声,2
17772,叫花子,3
17773,叫苦,2
17774,叫苦不迭,4
17775,叫苦连天,4
17776,叫卖,2
17777,叫车,2
17778,叫道,2
17779,叫醒,2
17780,叫醒服务,4
17781,叫阵,2
17782,叫鸡,2
17783,叫响,2
17784,叫驴,2
17785,召,1
17786,召募,2
17787,召唤,2
17788,召回,2
17789,召妓,2
17790,召见,2
17791,召开,2
17792,召陵,2
17793,召陵区,3
17794,召集,2
17795,召集人,3
17796,叭,1
17797,叭啦狗,3
17798,叮,1
17799,叮叮,2
17800,叮叮当当,4
17801,叮叮猫,3
17802,叮咚,2
17803,叮咬,2
17804,叮问,2
17805,叮当,2
17806,叮当声,3
17807,叮当响,3
17808,叮咛,2
17809,叮嘱,2
17810,叮铃,2
17811,可,1
17812,可 而不可再,6
17813,可不,2
17814,可不是,3
17815,可乘之机,4
17816,可人,2
17817,可以,2
17818,可以意会 不可言传,9
17819,可作,2
17820,可信,2
17821,可信任,3
17822,可信度,3
17823,可伦坡,3
17824,可儿,2
17825,可共患难,4
17826,可再生,3
17827,可再生资源,5
17828,可分,2
17829,可加,2
17830,可劲,2
17831,可劲儿,3
17832,可动,2
17833,可卡因,3
17834,可取,2
17835,可取之处,4
17836,可口,2
17837,可口可乐,4
17838,可口可乐公司,6
17839,可可,2
17840,可可托海,4
17841,可可托海镇,5
17842,可可波罗,4
17843,可可米,3
17844,可可西里,4
17845,可吃,2
17846,可否,2
17847,可哀,2
17848,可喜,2
17849,可喜可贺,4
17850,可叹,2
17851,可嘉,2
17852,可回收,3
17853,可圈可点,4
17854,可执行,3
17855,可堪,2
17856,可塑性,3
17857,可塞,2
17858,可压缩,3
17859,可好,2
17860,可容忍,3
17861,可尊敬,3
17862,可寻址,3
17863,可导,2
17864,可就,2
17865,可展曲面,4
17866,可巧,2
17867,可待因,3
17868,可得到,3
17869,可微,2
17870,可心,2
17871,可心如意,4
17872,可念,2
17873,可怕,2
17874,可怪,2
17875,可恃,2
17876,可耻,2
17877,可恨,2
17878,可悲,2
17879,可惜,2
17880,可恶,2
17881,可恼,2
17882,可想像,3
17883,可想而知,4
17884,可爱,2
17885,可虑,2
17886,可憎,2
17887,可怜,2
17888,可怜兮兮,4
17889,可怜巴巴,4
17890,可怜虫,3
17891,可怜见,3
17892,可懂度,3
17893,可持续,3
17894,可持续发展,5
17895,可采,2
17896,可采性,3
17897,可接受性,4
17898,可控硅,3
17899,可掬,2
17900,可擦写,3
17901,可擦写可编程只读存储器,11
17902,可扩展标记语言,7
17903,可支付性,4
17904,可支配收入,5
17905,可敬,2
17906,可数,2
17907,可数名词,4
17908,可数集,3
17909,可是,2
17910,可有可无,4
17911,可望,2
17912,可望有成,4
17913,可望而不可即,6
17914,可望而不可及,6
17915,可乐,2
17916,可乐定,3
17917,可乐饼,3
17918,可欺,2
17919,可歌可泣,4
17920,可比,2
17921,可气,2
17922,可汗,2
17923,可决,2
17924,可决率,3
17925,可决票,3
17926,可溶,2
17927,可溶性,3
17928,可燃,2
17929,可燃冰,3
17930,可燃性,3
17931,可畏,2
17932,可疑,2
17933,可疑分子,4
17934,可看,2
17935,可知,2
17936,可知论,3
17937,可磁化体,4
17938,可移植,3
17939,可移植性,4
17940,可笑,2
17941,可结合性,4
17942,可编程,3
17943,可耕地,3
17944,可能,2
17945,可能性,3
17946,可兰经,3
17947,可蠢,2
17948,可行,2
17949,可行性,3
17950,可行性研究,5
17951,可裂变,3
17952,可裂变材料,5
17953,可见,2
17954,可见光,3
17955,可视化,3
