Word,lengths
审处,2
审定,2
审察,2
审干,2
审度,2
审度时势,4
审慎,2
审慎行事,4
审批,2
审改,2
审断,2
审时度势,4
审查,2
审校,2
审核,2
审理,2
审稿,2
审稿人,3
审级,2
审级制度,4
审结,2
审美,2
审美快感,4
审美活动,4
审美眼光,4
审美观,3
审视,2
审计,2
审计员,3
审计署,3
审计长,3
审订,2
审议,2
审讯,2
审读,2
审谛,2
审酌,2
审问,2
审阅,2
客,1
客串,2
客人,2
客似云来,4
客体,2
客制化,3
客厅,2
客场,2
客堂,2
客套,2
客套话,3
客官,2
客室,2
客家,2
客家人,3
客家话,3
客家语,3
客居,2
客店,2
客座教授,4
客户,2
客户应用,4
客户服务,4
客户服务部,5
客户机,3
客户机软件,5
客户端,3
客房,2
客房服务,4
客服,2
客机,2
客栈,2
客梯,2
客死,2
客死他乡,4
客死异乡,4
客气,2
客气话,3
客流,2
客源,2
客满,2
客群,2
客舱,2
客船,2
客蚤,2
客蚤属,3
客西马尼园,5
客西马尼花园,6
客观,2
客观世界,4
客观主义,4
客观唯心主义,6
客观性,3
客诉,2
客语,2
客车,2
客轮,2
客运,2
客运量,3
客队,2
客饭,2
宣,1
宣介,2
宣传,2
宣传册,3
宣传攻势,4
宣传画,3
宣传部,3
宣判,2
宣化,2
宣化区,3
宣发,2
宣告,2
宣城,2
宣城市,3
宣威,2
宣威市,3
宣导,2
宣州,2
宣州区,3
宣布,2
宣布破产,4
宣德,2
宣恩,2
宣恩县,3
宣战,2
宣扬,2
宣教,2
宣明,2
宣武门,3
宣汉,2
宣汉县,3
宣泄,2
宣示,2
宣礼塔,3
宣称,2
宣纸,2
宣统,2
宣言,2
宣誓,2
宣誓书,3
宣誓供词证明,6
宣誓就职,4
宣誓证言,4
宣认,2
宣讲,2
宣读,2
宣道,2
室,1
室内,2
室内乐,3
室内装潢,4
室内设计,4
室友,2
室外,2
室女,2
室女座,3
室温,2
室町,2
室町幕府,4
室迩人遐,4
室韦,2
室颤,2
宥,1
宦,1
宦官,2
宦海,2
宦海风波,4
宦门,2
宦骑,2
宧,1
宨,1
宩,1
宪,1
宪兵,2
宪兵队,3
宪制,2
宪政,2
宪政主义,4
宪法,2
宪法法院,4
宪法监护委员会,7
宪章,2
宪章派,3
宫,1
宫主,2
宫人,2
宫位,2
宫保鸡丁,4
宫内节育器,5
宫刑,2
宫商角徵羽,5
宫城,2
宫城县,3
宫女,2
宫崎,2
宫崎县,3
宫崎吾朗,4
宫崎骏,3
宫廷,2
宫掖,2
宫本,2
宫殿,2
宫泽喜一,4
宫爆肉丁,4
宫爆鸡丁,4
宫缩,2
宫观,2
宫调,2
宫阙,2
宫颈,2
宫颈管,3
宬,1
宰,1
宰了,2
宰予,2
宰予昼寝,4
宰人,2
宰制,2
宰割,2
宰客,2
宰杀,2
宰牲节,3
宰相,2
害,1
害人,2
害人不浅,4
害人之心不可有，防人之心不可无,15
害人精,3
害人虫,3
害兽,2
害口,2
害命,2
害喜,2
害处,2
害得,2
害怕,2
害月子,3
害死,2
害病,2
害相思病,4
害眼,2
害羞,2
害群之马,4
害肚子,3
害臊,2
害虫,2
害马,2
害鸟,2
宴,1
宴乐,2
宴会,2
宴会厅,3
宴客,2
宴席,2
宴请,2
宴飨,2
宴饮,2
宵,1
宵夜,2
宵小,2
宵征,2
宵禁,2
宵衣旰食,4
家,1
家丁,2
家丑,2
家丑不可外传,6
家丑不可外扬,6
家世,2
家世寒微,4
家业,2
家严,2
家主,2
家乐氏,3
家乐福,3
家乡,2
家乡菜,3
家乡话,3
家事,2
家产,2
家亲,2
家人,2
家什,2
家伙,2
家传,2
家佣,2
家信,2
家俱,2
家僮,2
家儿,2
家兄,2
家八哥,3
家公,2
家具,2
家养,2
家务,2
家务活,3
家叔,2
家和万事兴,5
家喻户晓,4
家园,2
家境,2
家奴,2
家妇,2
家姊,2
家姐,2
家姑,2
家姬,2
家娘,2
家婆,2
家嫂,2
家子,2
家宅,2
家室,2
家宴,2
家家户户,4
家家有本难念的经,8
家家酒,3
家居,2
家居卖场,4
家属,2
家常,2
家常便饭,4
家常菜,3
家常豆腐,4
家底,2
家庭,2
家庭主夫,4
家庭主妇,4
家庭作业,4
家庭地址,4
家庭成员,4
家庭教师,4
家庭暴力,4
家庭煮夫,4
家弟,2
家当,2
家徒四壁,4
家慈,2
家政,2
家政员,3
家政学,3
家教,2
家数,2
家族,2
家族树,3
家景,2
家暴,2
家母,2
家法,2
家灶,2
家燕,2
家父,2
家爷,2
家猫,2
家用,2
家用电器,4
家用电脑,4
家电,2
家畜,2
家的,2
家眷,2
家破人亡,4
家祖,2
家禽,2
家私,2
家童,2
家累千金，坐不垂堂,9
家给人足,4
家老,2
家臣,2
家舅,2
家花没有野花香,7
家蚕,2
家蝇,2
家规,2
家计,2
家训,2
家语,2
家谱,2
家贫如洗,4
家赀万贯,4
家轿,2
家道,2
家道中落,4
家里,2
家里蹲,3
家长,2
家长会,3
家长制,3
家长家短,4
家门,2
家雀儿,3
家马,2
家鸦,2
家鸭,2
家鸭绿头鸭,5
家麻雀,3
宸,1
容,1
容下,2
容不得,3
容光焕发,4
容克,2
容华绝代,4
容县,2
容受,2
容器,2
容城,2
容城县,3
容忍,2
容或,2
容易,2
容止,2
容祖儿,3
容积,2
容积效率,4
容纳,2
容让,2
容许,2
容貌,2
容身,2
容量,2
容量分析,4
容错,2
容颜,2
容颜失色,4
宽,1
宽亮,2
宽以待人,4
宽余,2
宽假,2
宽免,2
宽减,2
宽厚,2
宽口,2
宽吻海豚,4
宽嘴鹟莺,4
宽城,2
宽城区,3
宽城县,3
宽城满族自治县,7
宽大,2
宽大为怀,4
宽大仁爱,4
宽宏,2
宽宏大度,4
宽宏大量,4
宽宥,2
宽容,2
宽尾树莺,4
宽屏,2
宽展,2
宽带,2
宽广,2
宽广度,3
宽度,2
宽弘,2
宽影片,3
宽待,2
宽心,2
宽心丸,3
宽心丸儿,4
宽恕,2
宽慰,2
宽打窄用,4
宽敞,2
宽斧,2
宽旷,2
宽松,2
宽泛,2
宽洪,2
宽洪大度,4
宽洪大量,4
宽爽,2
宽甸,2
宽甸县,3
宽甸满族自治县,7
宽畅,2
宽窄,2
宽绰,2
宽缓,2
宽胶带,3
宽舒,2
宽衣,2
宽衣解带,4
宽裕,2
宽解,2
宽贷,2
宽赦,2
宽银幕电影,5
宽阔,2
宽限,2
宽限期,3
宽频,2
宽饶,2
宾,1
宾主,2
宾主尽欢,4
宾利,2
宾县,2
宾士,2
宾夕法尼亚,5
宾夕法尼亚大学,7
宾夕法尼亚州,6
宾客,2
宾客盈门,4
宾川,2
宾川县,3
宾州,2
宾得,2
宾朋,2
宾朋满座,4
宾朋盈门,4
宾果,2
宾格,2
宾治,2
宾至如归,4
宾西法尼亚,5
宾词,2
宾语,2
宾阳,2
宾阳县,3
宾馆,2
宿,1
宿世,2
宿主,2
宿仇,2
宿债,2
宿儒,2
宿分,2
宿务,2
宿务语,3
宿县,2
宿命,2
宿命论,3
宿命通,3
宿城,2
宿城区,3
宿处,2
宿夜,2
宿娼,2
宿将,2
宿州,2
宿州市,3
宿弊,2
宿怨,2
宿恨,2
宿愿,2
宿敌,2
宿昔,2
宿松,2
宿松县,3
宿根,2
宿疾,2
宿缘,2
宿舍,2
宿舍楼,3
宿草,2
宿营,2
宿营地,3
宿见,2
宿诺,2
宿豫,2
宿豫区,3
宿迁,2
宿迁市,3
宿酒,2
宿醉,2
宿雾,2
宿雾语,3
寀,1
寁,1
寂,1
寂寂,2
寂寂无名,4
寂寞,2
寂寥,2
寂灭,2
寂然,2
寂静,2
寄,1
寄主,2
寄予,2
寄予厚望,4
寄人篱下,4
寄件人,3
寄件者,3
寄养,2
寄出,2
寄卖,2
寄发,2
寄名,2
寄售,2
寄女,2
寄子,2
寄存,2
寄存器,3
寄存处,3
寄宿,2
寄宿学校,4
寄宿生,3
寄居,2
寄居蟹,3
寄怀,2
寄托,2
寄放,2
寄望,2
寄母,2
寄父,2
寄物,2
寄物处,3
寄物柜,3
寄生,2
寄生物,3
寄生生活,4
寄生者,3
寄生虫,3
寄籍,2
寄语,2
寄辞,2
寄达,2
寄迹,2
寄送,2
寄递,2
寄销,2
寄顿,2
寅,1
寅吃卯粮,4
寅支卯粮,4
寅时,2
寅虎,2
密,1
密不可分,4
密不透风,4
密云,2
密云区,3
密令,2
密件,2
密会,2
密使,2
密克罗尼西亚,6
密函,2
密切,2
密切接触者,5
密切注意,4
密切注视,4
密切相关,4
密切相连,4
密县,2
密友,2
密司脱,3
密合,2
密告,2
密商,2
密宗,2
密实,2
密室,2
密室逃脱,4
密密,2
密密匝匝,4
密密实实,4
密密层层,4
密密扎扎,4
密密麻麻,4
密封,2
密封胶,3
密封舱,3
密封辐射源,5
密尔沃基,4
密山,2
密山市,3
密布,2
密帐,2
密度,2
密度波,3
密度计,3
密恐,2
密报,2
密排,2
密探,2
密接,2
密教,2
密文,2
密斯,2
密斯脱,3
密林,2
密植,2
密檐塔,3
密歇根,3
密歇根大学,5
密歇根州,4
密歇根湖,4
密特朗,3
密电,2
密码,2
密码保护,4
密码子,3
密码学,3
密码电报,4
密码货币,4
密码锁,3
密约,2
密织,2
密致,2
密苏里,3
密苏里州,4
密西根,3
密西根州,4
密西西比,4
密西西比州,5
密西西比河,5
密访,2
密诏,2
密语,2
密谈,2
密谋,2
密送,2
密钥,2
密闭,2
密闭舱,3
密闭货舱,4
密闭门,3
密集,2
密集恐惧症,5
密麻麻,3
寇,1
寇准,2
寇攘,2
寇比力克,4
富,1
富不过三代,5
富丽堂皇,4
富二代,3
富于,2
富于想像,4
富人,2
富余,2
富兰克林,4
富养,2
富农,2
富县,2
富可敌国,4
富含,2
富商,2
富商大贾,4
富商巨贾,4
富国,2
富国安民,4
富国强兵,4
富士,2
富士山,3
富士康,3
富士康科技集团,7
富士通,3
富婆,2
富孀,2
富宁,2
富宁县,3
富富有余,4
富川县,3
富川瑶族自治县,7
富布赖特,4
富平,2
富平县,3
富庶,2
富强,2
富得流油,4
富态,2
富户,2
富拉尔基,4
富拉尔基区,5
富文本,3
富时,2
富春江,3
富有,2
富民,2
富民县,3
富源,2
富源县,3
富矿,2
富纳富提,4
富翁,2
富良野,3
富色彩,3
富蕴,2
富蕴县,3
富裕,2
富裕县,3
富豪,2
富贵,2
富贵不能淫,5
富贵包,3
富贵寿考,4
富贵病,3
富贵竹,3
富贵角,3
富足,2
富里,2
富里乡,3
富铁土,3
富锦,2
富锦市,3
富顺,2
富顺县,3
富饶,2
寎,1
寐,1
寐龙,2
寒,1
寒亭,2
寒亭区,3
寒伧,2
寒假,2
寒光闪闪,4
寒冬,2
寒冷,2
寒噤,2
寒士,2
寒天,2
寒带,2
寒微,2
寒心,2
寒意,2
寒战,2
寒暄,2
寒武爆发,4
寒武纪,3
寒武纪大爆发,6
寒武纪生命大爆发,8
寒毛,2
寒气,2
寒流,2
寒潮,2
寒碜,2
寒窗,2
寒舍,2
寒荆,2
寒蝉,2
寒蝉效应,4
寒衣,2
寒酸,2
寒门,2
寒露,2
寒风刺骨,4
寒食,2
寒鸦,2
寓,1
寓居,2
寓意,2
寓意深远,4
寓意深长,4
寓所,2
寓教于乐,4
寓目,2
寓管理于服务之中,8
寓言,2
寔,1
寖,1
寗,1
寘,1
寙,1
寛,1
寝,1
寝具,2
寝室,2
寝苫枕块,4
寝食难安,4
寞,1
察,1
察合台,3
察哈尔,3
察哈尔右翼中旗,7
察哈尔右翼前旗,7
察哈尔右翼后旗,7
察察,2
察察为明,4
察尔汗盐湖,5
察布查尔,4
察布查尔县,5
察布查尔锡伯自治县,9
察微知著,4
察看,2
察纳,2
察觉,2
察言观色,4
察访,2
察隅,2
察隅县,3
察雅,2
察雅县,3
察验,2
寡,1
寡不敌众,4
寡二少双,4
寡人,2
寡助,2
寡头,2
寡头垄断,4
寡头政治,4
寡妇,2
寡居,2
寡情,2
寡淡,2
寡糖,2
寡言,2
寡陋,2
寤,1
寤寐,2
寤寐以求,4
寥,1
寥寥,2
寥寥可数,4
寥寥无几,4
寥廓,2
寥若晨星,4
寥落,2
寨,1
寨卡病毒,4
寪,1
寮,1
寮国,2
寮屋,2
寮房,2
寰,1
寰宇,2
寰螽,2
寸,1
寸口,2
寸口脉,3
寸土寸金,4
寸头,2
寸晷,2
寸步不离,4
寸步不让,4
寸步难移,4
寸步难行,4
寸脉,2
寸草不生,4
寸金难买寸光阴,7
寸阴,2
对,1
对上,2
对不上,3
对不住,3
对不对,3
对不起,3
对世权,3
对乙酰氨基酚,6
对了,2
对事不对人,5
对于,2
对亲,2
对仗,2
对付,2
对价,2
对位,2
对偶,2
对偶多面体,5
对偶性,3
对内,2
对冲,2
对冲基金,4
对决,2
对准,2
对刺,2
对劲,2
对劲儿,3
对半,2
对华,2
对口,2
对口型,3
对口径,3
对口相声,4
对口词,3
对句,2
对号,2
对号入座,4
对号座,3
对合,2
对味儿,3
对唱,2
对嘴,2
对地,2
对坐,2
对垒,2
对外,2
对外关系,4
对外政策,4
对外经济贸易大学,8
对外联络部,5
对外贸易,4
对头,2
对子,2
对家,2
对对子,3
对对碰,3
对局,2
对岸,2
对峙,2
对工,2
对工儿,3
对帐,2
对幺,2
对应,2
对应词,3
对开,2
对弈,2
对待,2
对得起,3
对心,2
对心儿,3
对我来说,4
对战,2
对手,2
对打,2
对抗,2
对抗性,3
对抗者,3
对抗赛,3
对折,2
对换,2
对接,2
对撞,2
对撞机,3
对攻,2
对敌,2
对敌者,3
对数,2
对数函数,4
对方,2
对方付款电话,6
对方付费电话,6
对日,2
对映,2
对映体,3
对映异构,4
对映异构体,5
对望,2
对本,2
对杯,2
对标,2
对案,2
对歌,2
对比,2
对比度,3
对比温度,4
对比联想,4
对比色,3
对氨基苯丙酮,6
对流,2
对流层,3
对流层顶,4
对消,2
对火,2
对焦,2
对照,2
对照组,3
对照表,3
对牛弹琴,4
对生,2
对症,2
对症下药,4
对症发药,4
对白,2
对眼,2
对着和尚骂贼秃,7
对着干,3
对称,2
对称性,3
对称破缺,4
对称空间,4
对称美,3
对称轴,3
对空射击,4
对空火器,4
对立,2
对立面,3
对等,2
对答,2
对答如流,4
对策,2
对簿,2
对簿公堂,4
对美,2
对羟基苯甲酸酯,7
对联,2
对胃口,3
对苯醌,3
对茬儿,3
对虾,2
对虾科,3
对表,2
对衬,2
对襟,2
对视,2
对角,2
对角线,3
对讲机,3
对讲电话,4
对证,2
对词,2
对话,2
对话框,3
对话课,3
对课,2
对调,2
对谈,2
对象,2
对账,2
对质,2
对赌,2
对跖点,3
对路,2
对过,2
对酌,2
对酒当歌,4
对门,2
对阵,2
对面,2
对顶角,3
对马,2
对马岛,3
对马海峡,4
对骂,2
对齐,2
寺,1
寺庙,2
寺院,2
寻,1
寻乌,2
寻乌县,3
寻事生非,4
寻仇,2
寻出,2
寻味,2
寻呼机,3
寻回犬,3
寻址,2
寻宝,2
寻常,2
寻开心,3
寻思,2
寻找,2
寻摸,2
寻机,2
寻来范畴,4
寻根,2
寻根溯源,4
寻根问底,4
寻欢,2
寻欢作乐,4
寻死,2
寻水术,3
寻求,2
寻甸县,3
寻甸回族彝族自治县,9
寻的,2
寻短见,3
寻租,2
寻花,2
寻花问柳,4
寻获,2
寻衅,2
寻衅滋事罪,5
寻觅,2
寻访,2
寻问,2
导,1
导乐,2
导体,2
导入,2
导入期,3
导出,2
导出值,3
导函数,3
导向,2
导尿,2
导尿管,3
导师,2
导引,2
导弹,2
导弹核潜艇,5
导弹潜艇,4
导戏,2
导报,2
导播,2
导数,2
导正,2
导流板,3
导液管,3
导游,2
导演,2
导火索,3
导火线,3
导热性,3
导热膏,3
导电,2
导电性,3
导盲犬,3
导盲砖,3
导盲道,3
导管,2
导管组织,4
导线,2
导致,2
导航,2
导航员,3
导览,2
导言,2
导论,2
导语,2
导读,2
导购,2
导轨,2
导轮,2
対,1
寿,1
寿丰,2
寿丰乡,3
寿光,2
寿光市,3
寿县,2
寿司,2
寿命,2
寿命不长,4
寿喜烧,3
寿堂,2
寿宁,2
寿宁县,3
寿带,2
寿数,2
寿星,2
寿材,2
寿桃,2
寿桃包,3
寿比南山,4
寿王坟,3
寿王坟镇,4
寿礼,2
寿筵,2
寿糕,2
寿终,2
寿终正寝,4
寿考,2
寿衣,2
寿辰,2
寿阳,2
寿阳县,3
寿限,2
寿险,2
寿面,2
封,1
封一,2
封三,2
封丘,2
封丘县,3
封二,2
封入,2
封冻,2
封刀,2
封包,2
封印,2
封口,2
封口费,3
封号,2
封四,2
封国,2
封土,2
封圣,2
封地,2
封城,2
封套,2
封妻荫子,4
封存,2
封官许愿,4
封尘,2
封底,2
封底里,3
封建,2
封建主,3
封建主义,4
封建制度,4
封建思想,4
封建时代,4
封建社会,4
封开,2
封开县,3
封控,2
封斋,2
封斋节,3
封杀,2
封条,2
封檐板,3
封沙育林,4
封河期,3
封泥,2
封港,2
封火,2
封爵,2
封王,2
封疆,2
封皮,2
封盖,2
封神榜,3
封神演义,4
封禁,2
封禅,2
封网,2
封装,2
封装块,3
封裹,2
封路,2
封邑,2
封里,2
封锁,2
封锁线,3
封闭,2
封闭性,3
封闭性开局,5
封面,2
封顶,2
封顶仪式,4
専,1
尃,1
射,1
射中,2
射出,2
射击,2
射击学,3
射干,2
射影,2
射影几何,4
射影几何学,5
射影变换,4
射手,2
射手座,3
射杀,2
射流,2
射灯,2
射电,2
射电望远镜,5
射程,2
射箭,2
射精,2
射精管,3
射线,2
射钉枪,3
射门,2
射阳,2
射阳县,3
射雕英雄传,5
射频,2
射频噪声,4
射频干扰,4
射频识别,4
射频调谐器,5
将,1
将乐,2
将乐县,3
将今论古,4
将令,2
将会,2
将伯,2
将伯之助,4
将信将疑,4
将军,2
将军肚,3
将军肚子,4
将功折罪,4
将功补过,4
将功赎罪,4
将勤补拙,4
将士,2
将官,2
将就,2
将帅,2
将心比心,4
将息,2
将才,2
将来,2
将棋,2
将死,2
将牌,2
将至,2
将要,2
将计就计,4
将近,2
将错就错,4
将领,2
尉,1
尉氏,2
尉氏县,3
尉犁,2
尉犁县,3
尉缭,2
尉缭子,3
尉迟,2
尉迟恭,3
尊,1
尊严,2
尊亲,2
尊从,2
尊公,2
尊卑,2
尊号,2
尊君,2
尊命,2
尊堂,2
尊奉,2
尊容,2
尊尚,2
尊崇,2
尊师,2
尊师爱徒,4
尊师贵道,4
尊意,2
尊敬,2
尊称,2
尊翁,2
尊老,2
尊老爱幼,4
尊者,2
尊荣,2
尊贤使能,4
尊贤爱物,4
尊贵,2
尊重,2
尊长,2
尊驾,2
尊鱼,2
尌,1
小,1
小case,5
小䴙䴘,3
小三,2
小三劝退师,5
小三和弦,4
小三度,3
小不忍则乱大谋,7
小不点,3
小丑,2
小丑鱼,3
小丘,2
小两口,3
小两口儿,4
小乘,2
小九九,3
小书签,3
小事,2
小事一桩,4
小二,2
小于,2
小云雀,3
小亚细亚,4
小产,2
小人,2
小人书,3
小人得志,4
小人物,3
小人精,3
小仙女,3
小仙鹟,3
小企业,3
小众,2
小伙,2
小伙儿,3
小伙子,3
小传,2
小作怡情，大作伤身,9
小便,2
小便器,3
小便宜,3
小便斗,3
小便池,3
小偷,2
小偷儿,3
小儿,2
小儿痲痹,4
小儿科,3
小儿经,3
小儿软骨病,5
小儿麻痹,4
小儿麻痹病毒,6
小儿麻痹症,5
小公主,3
小公共,3
小册子,3
小写,2
小写字母,4
小军舰鸟,4
小冲突,3
小凤头燕鸥,5
小刀,2
小刀会,3
小别胜新婚,5
小动作,3
小包,2
小区,2
小区广播,4
小升初,3
小半,2
小卒,2
小卖部,3
小卷,2
小厮,2
小发财,3
小叔,2
小受,2
小可,2
小可爱,3
小号,2
小吃,2
小吃店,3
小同乡,3
小名,2
小吞噬细胞,5
小品,2
小哥哥,3
小商贩,3
小嗓,2
小嘴乌鸦,4
小嘴鸻,3
小团体主义,5
小型,2
小型企业,4
小型巴士,4
小型柜橱,4
小型核武器,5
小型汽车,4
小型货车,4
小型车,3
小城,2
小声,2
小夜曲,3
小天鹅,3
小太太,3
小太平鸟,4
小头,2
小女,2
小女人,3
小奶狗,3
小妖,2
小妖精,3
小妹,2
小妹妹,3
小姐,2
小姐姐,3
小姑,2
小姑子,3
小姨,2
小姨子,3
小娃,2
小娃娃,3
小婊砸,3
小婿,2
小媳妇,3
小子,2
小学,2
小学生,3
小学而大遗,5
小孩,2
小孩儿,3
小孩堤防,4
小孩子,3
小官,2
小家子气,4
小家碧玉,4
小家鼠,3
小寒,2
小寨,2
小寿星,3
小将,2
小小,2
小小说,3
小尽,2
小屁孩,3
小屋,2
小岛,2
小岩洞,3
小川,2
小巧,2
小巧玲珑,4
小巫见大巫,5
小己,2
小巴,2
小巷,2
小幅,2
小年夜,3
小广播,3
小店,2
小店区,3
小康,2
小康社会,4
小建,2
小开,2
小弟,2
小弟弟,3
小弹,2
小强,2
小径,2
小心,2
小心地滑,4
小心眼,3
小心眼儿,4
小心翼翼,4
小心谨慎,4
小恭,2
小惩大诫,4
小意思,3
小憩,2
小我,2
小扁豆,3
小手小脚,4
小打小闹,4
小技,2
小抄,2
小抄儿,3
小报,2
小拇指,3
小拐,2
小括号,3
小指,2
小提琴,3
小提琴手,4
小插曲,3
小摊,2
小摊儿,3
小支气管,4
小改改,3
小攻,2
小数,2
小数点,3
小斑啄木鸟,5
小斑姬鹟,4
小斑点,3
小日子,3
小日本,3
小日本儿,4
小时,2
小时了了，大未必佳,9
小时候,3
小时候儿,4
小时工,3
小昊,2
小星头啄木鸟,6
小春,2
小昭寺,3
小暑,2
小曲,2
小朋友,3
小本,2
小杓鹬,3
小杜鹃,3
小松糕,3
小林,2
小标题,3
小树,2
小树林,3
小样,2
小桥,2
小桥流水,4
小槌,2
小步舞曲,4
小段子,3
小毛头,3
小毛虫,3
小民,2
小气,2
小气候,3
小气腔,3
小气鬼,3
小池百合子,5
小汤山,3
小汽车,3
小河,2
小泉,2
小泉纯一郎,5
小泡,2
小波,2
小洞不补大洞吃苦,8
小淘气,3
小混混,3
小清新,3
小渊,2
小渊惠三,4
小港,2
小港区,3
小游,2
小溪,2
小满,2
小滨鹬,3
小滴,2
小潮,2
小瀑布,3
小灰山椒鸟,5
小灵通,3
小灶,2
小熊座,3
小熊猫,3
小熊维尼,4
小燕尾,3
小牛,2
小牛肉,3
小牝牛,3
小犬,2
小犬座,3
小狗,2
小狮座,3
小猫,2
小玩意,3
小球,2
小生产,3
小田鸡,3
小电驴,3
小畑健,3
小病,2
小白,2
小白兔,3
小白脸,3
小白脸儿,4
小白腰雨燕,5
小白菜,3
小白额雁,4
小白鼠,3
小百科全书,5
小的,2
小皇帝,3
小盘尾,3
小看,2
小眼角,3
小睡,2
小瞧,2
小确幸,3
小碟子,3
小祖宗,3
小票,2
小秘,2
小笔电,3
小笼包,3
小笼汤包,4
小算盘,3
小管,2
小篆,2
小米,2
小米椒,3
小粉,2
小粉红,3
小精灵,3
小红帽,3
小红莓,3
小红萝卜,4
小组,2
小组委员会,5
小绒鸭,3
小结,2
小绿人,3
小编,2
小缸缸儿,4
小羊,2
小羊驼,3
小美洲鸵,4
小羚羊,3
小老婆,3
小老鼠,3
小考,2
小聪明,3
小肚鸡肠,4
小肠,2
小胖爪,3
小脏鬼,3
小脑,2
小脚,2
小腹,2
小腿,2
小腿肚,3
小舅子,3
小舌,2
小船,2
小节,2
小节线,3
小花远志,4
小苇鳽,3
小苏打,3
小范围,3
小茴香,3
小菜,2
小菜一碟,4
小菜儿,3
小菜碟儿,4
小萝卜头,4
小营盘镇,4
小葱,2
小葵花凤头鹦鹉,7
小薰,2
小虾,2
小虾米,3
小蜜,2
小蝗莺,3
小蠹,2
小行星,3
小行星带,4
小袋,2
小袋鼠,3
小褂,2
小视,2
小觑,2
小解,2
小计,2
小试牛刀,4
小说,2
小说家,3
小调,2
小谎,2
小豆,2
小豆蔻,3
小贝,2
小货车,3
小贩,2
小费,2
小资,2
小资产阶级,5
小赤壁,3
小起重机,4
小跑,2
小路,2
小车,2
小转,2
小轮车,3
小轿车,3
小辈,2
小辫,2
小辫儿,3
小辫子,3
小过,2
小道,2
小道具,3
小道新闻,4
小道消息,4
小酌,2
小里小气,4
小野,2
小野不由美,5
小量,2
小金,2
小金县,3
小金库,3
小钢炮,3
小钢珠,3
小钢球,3
小钱,2
小铲子,3
小镇,2
小阿姨,3
小除夕,3
小隐隐于林，大隐隐于市,11
小隐隐于野，大隐隐于市,11
小雁塔,3
小雅,2
小集团,3
小雨,2
小雨伞,3
小雪,2
小青年,3
小青脚鹬,4
小面包,3
小韵,2
小项,2
小题大作,4
小题大做,4
小颚,2
小额融资,4
小食中心,4
小饭桌,3
小饭馆,3
小马,2
小马座,3
小鬟,2
小鬼,2
小鲜肉,3
小鳞胸鹪鹛,5
小鸟,2
小鸟依人,4
小鸟球,3
小鸡,2
小鸡鸡,3
小鸥,2
小鸦鹃,3
小鸨,2
小鹀,2
小鹃鸠,3
小鹅,2
小鹰号,3
小鹿乱撞,4
小麦,2
小麦胚芽,4
小黄,2
小黄瓜,3
小黄脚鹬,4
小黄车,3
小黑领噪鹛,5
小鼓,2
小鼠,2
小龙,2
小龙虾,3
小𥻗子,3
尐,1
少,1
少不了,3
少不得,3
少不更事,4
少不经事,4
少东,2
少东家,3
少之又少,4
少儿,2
少儿不宜,4
少先队,3
少刻,2
少块肉,3
少壮不努力，老大徒伤悲,11
少壮派,3
少女,2
少女峰,3
少奶奶,3
少妇,2
少子化,3
少安无躁,4
少安毋躁,4
少将,2
少尉,2
少年,2
少年之家,4
少年人,3
少年先锋队,5
少年夫妻老来伴,7
少年宫,3
少年犯,3
少年老成,4
少府,2
少放,2
少数,2
少数族裔,4
少数民族,4
少数民族乡,5
少有,2
少来,2
少林,2
少林寺,3
少校,2
少根筋,3
少爷,2
少男,2
少男少女,4
少管闲事,4
少艾,2
少见,2
少见多怪,4
少许,2
少说为佳,4
少选,2
少部分,3
少量,2
少间,2
少阳病,3
少阳经,3
少顷,2
尓,1
尔,1
尔后,2
尔德,2
尔来,2
尔格,2
尔虞我诈,4
尔雅,2
尕,1
尖,1
尖刀,2
尖利,2
尖刻,2
尖厉,2
尖叫,2
尖吻鲈,3
尖嘴鱼,3
尖塔,2
尖声啼哭,4
尖头,2
尖头鱥,3
尖子,2
尖子生,3
尖尖,2
尖尾滨鹬,4
尖山,2
尖山区,3
尖峰,2
尖扎,2
尖扎县,3
尖括号,3
尖新,2
尖椒,2
尖沙咀,3
尖牙,2
尖石,2
尖石乡,3
尖窄,2
尖端,2
尖管面,3
尖细,2
尖草坪,3
尖草坪区,4
尖酸,2
尖酸刻薄,4
尖锐,2
尖锐化,3
尖锐批评,4
尖锐湿疣,4
尖阁列岛,4
尖顶,2
尗,1
尘,1
尘世,2
尘云,2
尘俗,2
尘嚣,2
尘土,2
尘埃,2
尘埃落定,4
尘封,2
尘暴,2
尘肺,2
尘螨,2
尘雾,2
尙,1
尚,1
尚且,2
尚义,2
尚义县,3
尚书,2
尚书经,3
尚书郎,3
尚可,2
尚存,2
尚志,2
尚志市,3
尚慕杰,3
尚方剑,3
尚方宝剑,4
尚无,2
尚未,2
尚未解决,4
尚武,2
尚比亚,3
尚飨,2
尜,1
尜儿,2
尜尜,2
尝,1
尝尽心酸,4
尝粪,2
尝试,2
尝试错误,4
尝鲜,2
尢,1
尤,1
尤为,2
尤克里里,4
尤其,2
尤其是,3
尤利娅·季莫申科,8
尤利西斯,4
尤加利,3
尤卡坦,3
尤卡坦半岛,5
尤坎,2
尤尔钦科,4
尤德,2
尤指,2
尤文图斯,4
尤溪,2
尤溪县,3
尤物,2
尤诟,2
尤里斯·伊文思,7
尤金,2
尤金·塞尔南,6
尥,1
尥蹶子,3
尧,1
