Word,lengths
تقسیم_خانگی,11
تقسیم_دار,9
تقسیم_سرمایہ,12
تقسیم_سرکاری,12
تقسیم_شخصیت,11
تقسیم_عمل,9
تقسیم_غیر_مکمل,14
تقسیم_فرضی,10
تقسیم_فریبی,11
تقسیم_محال,10
تقسیم_محنت,10
تقسیم_مختصر,11
تقسیم_مدارج,11
تقسیم_مرکب,10
تقسیم_مکمل,10
تقسیم_نامہ,10
تقسیم_و_باز_تقسیم,17
تقسیم_کار,9
تقسیم_کرنا,10
تقسیم_یک_جائی,13
تقسیمات,7
تقسیمی,6
تقسیمی_الشفت,12
تقسیمی_القلب,12
تقسیمی_اللسان,13
تقسیمی_جلد,10
تقسیمیں,7
تقشر_اللسان,11
تقشر_جلد,8
تقشرالشفت,9
تقشرالقلب,9
تقشری,5
تقشف,4
تقشقش,5
تقشیر,5
تقشیرات,7
تقشیری,6
تقشیریں,7
تقصر,4
تقصیر,5
تقصیر_حضوری,11
تقصیر_مند,9
تقصیر_وار,9
تقصیر_والا,10
تقصیرات,7
تقصیری,6
تقصیریں,7
تقصیم,5
تقصیمات,7
تقصیمیں,7
تقطر,4
تقطر_البول,10
تقطرالبول,9
تقطع,4
تقطیب,5
تقطیب_ربائی,11
تقطیب_پذیر,10
تقطیبات,7
تقطیبی,6
تقطیبی_پائرو_میٹر,17
تقطیر,5
تقطیر_البول,11
تقطیر_پذیر,10
تقطیر_پذیر_سمیے,15
تقطیر_پذیری,11
تقطیر_پمپ,9
تقطیر_کلوی,10
تقطیر_گر,8
تقطیرات,7
تقطیری,6
تقطیری_آلہ,10
تقطیری_سوال,11
تقطیری_پمپ,10
تقطیری_کاغذ,11
تقطیریں,7
تقطیع,5
تقطیع_الجنین,12
تقطیع_حقیقی,11
تقطیع_غیر_حقیقی,15
تقطیع_کار,9
تقطیعی,6
تقع,3
تقعر,4
تقعع,4
تقعیر,5
تقفع,4
تقلب,4
تقلب_النفس,10
تقلب_دار_حشرہ,13
تقلص,4
تقلص_الحجاب,11
تقلص_الشفتین,12
تقلقل,5
تقلقلی,6
تقلقلے,6
تقلیب,5
تقلیب_خندہ_آور,14
تقلیبات,7
تقلیبی,6
تقلیبی_اختناق_الرحم,19
تقلیح,5
تقلید,5
تقلید_بدنہ,10
تقلیدا,6
تقلیدانہ,8
تقلیدی,6
تقلیدیں,7
تقلیل,5
تقلیل_الفاظ,11
تقلیل_حاصل,10
تقلیل_کلام,10
تقلیلات,7
تقلیلی,6
تقلیلیں,7
تقلیم,5
تقلیہ,5
تقمص,4
تقمل,4
تقمل_الراس,10
تقمیر,5
تقمیرات,7
تقمیری,6
تقمیط,5
تقمیم,5
تقمیمی,6
تقوا,4
تقوذ,4
تقوز,4
تقوزی,5
تقوم,4
تقوی,4
تقوی_بااللہ,11
تقوی_باللہ,10
تقوی_فی_اللہ,12
تقوی_کار,8
تقویت,5
تقویت_یافتہ,11
تقویتی,6
تقویتی_عامل,11
تقویم,5
تقویم_احسن,10
تقویم_البلدان,13
تقویم_تاریخی,12
تقویم_حیات,10
تقویم_خانہ,10
تقویم_رومی,10
تقویم_ملت,9
تقویم_پار,9
تقویم_پاریحی,12
تقویم_پارینہ,12
تقویم_کلیسا,11
تقویم_کہن,9
تقویم_ہنود,10
تقویمات,7
تقویموں,7
تقویمی,6
تقویمیں,7
تقہقر,5
تقہقر_الدم,10
تقی,3
تقیبد,5
تقیح,4
تقیح_البلوریہ,13
تقیح_الدم,9
تقیح_الصدر,10
تقیح_اللثہ,10
تقیح_الکلی,10
تقیحی,5
تقید,4
تقیہ,4
تقیہ_باز,8
تقیۃ,4
تقیید,5
تقییدی,6
تل,2
تل_ارتھک,8
تل_برابر,8
تل_بولی,7
تل_بچی,6
تل_بھر,6
تل_بھگا,7
تل_بیج_پتا,10
تل_تخیری,8
تل_تل,5
تل_تل_کا_حساب,13
تل_سہارا,8
تل_شکری,7
تل_میور,7
تل_نظرا,7
تل_نگی,6
تل_پرنی,7
تل_پنچ,6
تل_پٹ,5
تل_پٹی,6
تل_پپڑ,6
تل_پپڑی,7
تل_پچٹ,6
تل_پکڑ,6
تل_پھلی,7
تل_چاؤلی,8
تل_چاوری,8
تل_چاول,7
تل_چاولی,8
تل_چوا,6
تل_چوری,7
تل_چھٹ,6
تل_کا_لک,8
تل_کر,5
تل_کٹ,5
تل_کچری,7
تل_کڑی,6
تل_گھر,6
تلئین,5
تلئینی,6
تلا,3
تلا_بیج,7
تلا_بیلی,8
تلا_توپ,7
تلا_دان,7
تلا_دانی,8
تلا_ملی,7
تلا_پریکشا,10
تلا_کلی,7
تلا_کوٹھی,9
تلا_ہاتھ,8
تلاؤ,4
تلائی,5
تلائیاں,7
تلاتل,5
تلاجی,5
تلاجیاں,7
تلاحق,5
تلاحندہ,7
تلاحی,5
تلازم,5
تلازم_اختیاری,13
تلازم_بالتعاقب_فی_ال,20
تلازم_بالمشابہت,15
تلازم_بالمعنی,13
تلازم_خیال,10
تلازم_روزن,10
تلازم_معاش,10
تلازم_کار,9
تلازم_کارانہ,12
تلازمات,7
تلازموں,7
تلازمہ,6
تلازمی,6
تلازمی_نفسیات,13
تلازمیت,7
تلازمیہ,7
تلازمے,6
تلازہ_الرحمان,13
تلاسنا,6
تلاش,4
تلاش_آب_و_دانہ,14
تلاش_آدب_و_دانہ,15
تلاش_حق,7
تلاش_روز_گار,12
تلاش_روزگار,11
تلاش_معاش,9
تلاش_کار,8
تلاش_کارانہ,11
تلاش_کرنا,9
تلاشنا,6
تلاشوں,6
تلاشی,5
تلاشیاں,7
تلاشیوں,7
تلاشیں,6
تلاطم,5
تلافی,5
تلافی_مافات,11
تلافی_کردہ_حصہ,14
تلافی_کن_تار,12
تلافیاں,7
تلافیف,6
تلافیف_الامعا,13
تلافیف_دماغ,11
تلافیوں,7
تلافییں,7
تلاقی,5
تلاقیاں,7
تلال,4
تلالا,5
تلالو,5
تلالی,5
تلام,4
تلام_کا_احتلام,14
تلامدی,6
تلامذہ,6
تلاملی,6
تلاملیاں,8
تلامی,5
تلانا,5
تلانجلی,7
تلانجلیاں,9
تلانگ,5
تلانیکی,7
تلاو,4
تلاوا,5
تلاوار,6
تلاواریں,8
تلاوت,5
تلاوتوں,7
تلاوتیں,7
تلاوے,5
تلاٹا,5
تلبر,4
تلبری,5
تلبریں,6
تلبس,4
تلبلی,5
تلبیب,5
تلبید,5
تلبیدی,6
تلبیس,5
تلبیس_سکہ,9
تلبیس_شخصی,10
تلبیس_لباس,10
تلبیس_ماحول,11
تلبیس_مبین,10
تلبیس_کی_ٹوپی,13
تلبیسی,6
تلبیہ,5
تلتا,4
تلتل,4
تلتلانا,7
تلتلی,5
تلتلیاں,7
تلتی,4
تلتیں,5
تلتے,4
تلثیم,5
تلحین,5
تلخ,3
تلخ_ابرو,8
تلخ_اندیش,9
تلخ_اندیشی,10
تلخ_جواہر,9
تلخ_دانہ,8
تلخ_رو,6
تلخ_زبان,8
تلخ_عیش,7
تلخ_مزاج,8
تلخ_ناک,7
تلخ_نوا,7
تلخ_نوائی,9
تلخ_نگاہ,8
تلخ_نگاہی,9
تلخ_و_ترس,9
تلخ_و_ترش,9
تلخ_و_شیریں,11
تلخ_وش,6
تلخ_کام,7
تلخ_کامی,8
تلخ_کدو,7
تلخ_کلامی,9
تلخ_گاہ,7
تلخ_گفتار,9
تلخ_گفتاری,10
تلخ_گلوئی,9
تلخ_گو,6
تلخ_گوئی,8
تلخاب,5
تلخابہ,6
تلخانا,6
تلخہ,4
تلخی,4
تلخی_ء_دشنام,12
تلخی_ء_دوراں,12
تلخی_ء_مرگ,10
تلخی_ء_نزع,10
تلخی_ایام,9
تلخی_دشنام,10
تلخی_دوراں,10
تلخی_مرگ,8
تلخی_نزع,8
تلخیء_ایام,10
تلخیاں,6
تلخیص,5
تلخیصا,6
تلخیصات,7
تلخیصوں,7
تلخیصیں,7
تلخیوں,6
تلذذ,4
تلذز,4
تلسو,4
تلسی,4
تلسی_باس,8
تلسی_دل,7
تلسی_پھول,9
تلسی_کا_ہیرا,12
تلطف,4
تلطف_نامہ,9
تلطفات,6
تلطیف,5
تلطیفی,6
تلظہ,4
تلظی,4
تلعب,4
تلعین,5
تلغراب,6
تلغراف,6
تلغرافی,7
تلغرافی_پودا,12
تلغمہ,5
تلغیم,5
تلغیمات,7
تلغیمی,6
تلف,3
تلفظ,4
تلفظی,5
تلفظی_صوتیات,12
تلفون,5
تلفی,4
تلفیاں,6
تلفیف,5
تلفیفات,7
تلفیفی,6
تلفیق,5
تلفیقات,7
تلفیقی,6
تلقئ_ظاہر,9
تلقی,4
تلقی_بالقبول,12
تلقی_دلالت,10
تلقی_ظاہر,9
تلقیاں,6
تلقیب,5
تلقیح,5
تلقیحات,7
تلقیحی,6
تلقین,5
تلقین_باطنی,11
تلقین_مذہب,10
تلقینات,7
تلقینوں,7
تلقینی,6
تلقینیں,7
تلل_تلل,7
تللائی,6
تللالو,6
تللام_کا_احتلام,15
تللی,4
تللیاں,6
تلمذ,4
تلمذی,5
تلمل,4
تلملا,5
تلملاؤ,6
تلملاؤں,7
تلملائی,7
تلملائیو,8
تلملائیں,8
تلملائیے,8
تلملائے,7
تلملاتا,7
تلملاتی,7
تلملاتیں,8
تلملاتے,7
تلملان,6
تلملانا,7
تلملانی,7
تلملانے,7
تلملاہٹ,7
تلملاہٹیں,9
تلملایا,7
تلملی,5
تلملیاں,7
تلمود,5
تلمیح,5
تلمیحات,7
تلمیحوں,7
تلمیحی,6
تلمیحیں,7
تلمیذ,5
تلمیذ_الرحمان,13
تلمیذالرحمن,11
تلمیذی,6
تلن,3
تلنا,4
تلنگ,4
تلنگا,5
تلنگن,5
تلنگنی,6
تلنگنیاں,8
تلنگنیں,7
تلنگی,5
تلنی,4
تلنے,4
تلو,3
تلوا,4
تلواءی,6
تلواءیا,7
تلواءیں,7
تلواءے,6
تلوائی,6
تلوائیاں,8
تلوار,5
تلوار_بازی,10
تلوار_بند,9
تلوار_بندھن,11
تلوار_میں,9
تلوار_والا_ہاتھ,15
تلوار_کا_ابر,12
تلوار_کا_بال,12
تلوار_کا_بل,11
تلوار_کا_دندانہ,15
تلوار_کا_دھنی,13
تلوار_کا_رومال,14
تلوار_کا_سایہ,13
تلوار_کا_سبزہ,13
تلوار_کا_قبضہ,13
تلوار_کا_مالا,13
تلوار_کا_منھ,12
تلوار_کا_وار,12
تلوار_کا_پانی,13
تلوار_کا_پٹھا,13
تلوار_کا_پھل,12
تلوار_کا_پیپلا,14
تلوار_کا_چھالا,14
تلوار_کا_ڈورا,13
تلوار_کا_کھیت,13
تلوار_کا_گھاؤ,13
تلوار_کا_گھاٹ,13
تلوار_کا_ہاتھ,13
تلوار_کٹ,8
تلوار_کی_آب,11
تلوار_کی_آنچ,12
تلوار_کی_باڑ,12
تلوار_کی_جھنکار,15
تلوار_کی_دھار,13
تلوار_کی_مالا,13
تلوار_کی_موت,12
تلوار_کی_ناپ,12
تلوار_کی_چمک,12
تلوار_کی_چھائےں_میں,19
تلوار_کے_زور_سے,15
تلوار_کے_منھ,12
تلوار_کے_ہاتھ,13
تلواروں,7
تلواروں_کا_سایہ,15
تلواروں_کا_چھانوں_می,20
تلواریا,7
تلواریں,7
تلواس,5
تلواسنا,7
تلواسہ,6
تلوان,5
تلوانا,6
تلوانسا,7
تلوانہ,6
تلواڑہ,6
تلواں,5
تلوث,4
تلور,4
تلوری,5
تلوریا,6
تلوریاں,7
تلوریں,6
تلون,4
تلون_طبع,8
تلون_مزاج,9
تلون_مزاجی,10
تلونجی,6
تلوندی,6
تلوندیاں,8
تلونچھ,6
تلونچھا,7
تلونچھنا,8
تلونچھی,7
تلونچی,6
تلونچیاں,8
تلونڈا,6
تلونڈی,6
تلووں,5
تلووں_کا_کچا,12
تلوٹ,4
تلوپث,5
تلوک_چند,8
تلوں,4
تلوں_کا_کچا,11
تلوہ,4
تلوہرا,6
تلوی,4
تلوی_ہوا,8
تلویا,5
تلویث,5
تلویثات,7
تلویثی,6
تلویثیں,7
تلویح,5
تلویح_بلاغت,11
تلویخ,5
تلویخ_بلاغت,11
تلویم,5
تلویمات,7
تلویمی,6
تلویمیں,7
تلوین,5
تلوین_اسود,10
تلوین_دموی,10
تلوین_سوداوی,12
تلوینات,7
تلوینی,6
تلوینیں,7
تلوے,4
تلپانا,6
تلپت,4
تلپتی,5
تلپنیاں,7
تلپٹ,4
تلچاوری,7
تلچٹا,5
تلچھ,4
تلچھا,5
تلچھاءی,7
تلچھاءیاں,9
تلچھائی,7
تلچھائیاں,9
تلچھتا,6
تلچھتی,6
تلچھتیں,7
تلچھتے,6
تلچھنا,6
تلچھنی,6
تلچھنے,6
تلچھٹ,5
تلچھٹی,6
تلچھی,5
تلچھیں,6
تلچھیے,6
تلچھے,5
تلڑ,3
تلڑا,4
تلک,3
تلک_دھاری,9
تلک_دھاری_راجہ,14
تلک_دھاری_پنڈت,14
تلکا,4
تلکارتنے,8
تلکم,4
تلکمی,5
تلکمے,5
تلکڑی,5
تلکڑیاں,7
تلکھ,4
تلکھا_توتبا,11
تلکھا_توتیا,11
تلکھلی,6
تلگ,3
تلگراف,6
تلگرافچی,8
تلگرافیں,8
تلہ,3
تلہ_دار,7
تلہا,4
تلہائی,6
تلہار,5
تلہب,4
تلہتی,5
تلہث,4
تلہثی,5
تلہثیں,6
تلہرو,5
تلہف,4
تلہفی,5
تلہفیں,6
تلہن,4
تلہوج,5
تلہڑا,5
تلہی,4
تلی,3
تلی_پاٹ,7
تلی_ہوئی_بات,12
تلیا,4
تلیانا,6
تلیاں,5
تلیبار,6
تلید,4
تلیر,4
تلیسبار,7
تلیسہ,5
تلیف,4
تلیف_القلب,10
تلیفہ,5
تلیقین,6
تلیل,4
تلیلی,5
تلیلے,5
تلیمان,6
تلین,4
تلینچا,6
تلینڈو,6
تلینڈوؤ,7
تلینڈوؤں,8
تلینڈی,6
تلینی,5
تلیو,4
تلیٹی,5
تلیچا,5
تلیں,4
تلیہ,4
تلیہ_بل,7
تلیہ_پان,8
تلیین,5
تلیے,4
تلے,3
تلے_اوپر,8
تلے_تلے,7
تلے_کا_پاٹ,10
تلے_کے_تلے,10
تم,2
تم_تم,5
تم_سا,5
تم_سے,5
تمئیز,5
تما,3
تمائی,5
تمابرہ,6
تماتل,5
تماثل,5
تماثل_اجسام,11
تماثلات,7
تماثلوں,7
تماثیل,6
تماخرہ,6
تماخو,5
تمادی,5
تمادی_ایام,10
تمادیاں,7
تمارا,5
تمارج,5
تمارض,5
تمارضات,7
تمارہ,5
تمازت,5
تمازت_آفتاب,11
تمازتوں,7
تمازتیں,7
تمازج,5
تمازجات,7
تمازجی,6
تماس,4
تماس_شکن,8
تماسخ,5
تماسخات,7
تماسخی,6
تماسک,5
تماسکات,7
تماسکی,6
تماسی,5
تماسی_سطح,9
تماسی_نظریہ,11
تماش,4
تماش_بین,8
تماش_بینی,9
تماش_گیر,8
تماشئی,6
تماشا,5
تماشا_خانم,10
تماشا_خانہ,10
تماشا_کار,9
تماشا_کناں,10
تماشا_گاہ,9
تماشا_گاہ_عالم,14
تماشا_گر,8
تماشا_گری,9
تماشا_گیر,9
تماشا_گیری,10
تماشائی,7
تماشائیوں,9
تماشائے,7
تماشاکدہ,8
تماشاگر,7
تماشاگری,8
تماشوں,6
تماشہ,5
تماشے,5
تماشے_کا,8
تماشے_کی_بات,12
تماشے_کی_باتیں,14
تماصہ,5
تماطل,5
تماظر,5
تمال,4
تمال_آوک,8
تمالا,5
تمالات,6
تمالک,5
تمالیں,6
تمام,4
تمام_تر,7
تمام_ترین,9
تمام_شد,7
تمام_شہر,8
تمام_عالم,9
تمام_عمر,8
تمام_عیار,9
تمام_و_کمال,11
تمام_کا_تمام,12
تماما,5
تمامہ,5
تمامی,5
تمامی_زاویہ,11
تمامیت,6
تمان,4
تمانا,5
تمانع,5
تمانعات,7
تمانعی,6
تمانچا,6
تمانیں,6
تماچہ,5
تماچے,5
تماکو,5
تماہ,4
تماہا,5
تماہل,5
تماہی,5
تماہیں,6
تمایل,5
تمایل_جنسی,10
تمایل_شخصی,10
تمایلات,7
تمایلی,6
تمبا,4
تمباحیہ,7
تمبالو,6
تمبالوؤ,7
تمبالوؤں,8
تمباکو,6
تمباکو_نوشی,11
تمباکو_پچی_کاری,15
تمباکو_کا_پائپ,14
تمباکو_کا_پائیپ,15
تمباکونوشی,10
تمباکوے_ہندی,12
تمبرو,5
تمبروؤں,7
تمبرچھم,7
تمبو,4
تمبوؤ,5
تمبوؤں,6
تمبول,5
تمبولا,6
تمت,3
تمت_باالخیر,11
تمت_بالخیر,10
تمتام,5
تمتع,4
تمتعات,6
تمتما,5
تمتماؤ,6
تمتماؤں,7
تمتمائی,7
تمتمائیو,8
تمتمائیں,8
تمتمائیے,8
تمتمائے,7
تمتماتا,7
تمتماتی,7
تمتماتی_دھوپ,12
تمتماتیں,8
تمتماتے,7
تمتمانا,7
تمتمانی,7
تمتمانے,7
تمتماہٹ,7
تمتماہٹیں,9
تمتمایا,7
تمتی,4
تمثال,5
تمثال_دار,9
تمثال_ذہنی,10
تمثال_سازی,10
تمثال_نگار,10
تمثال_نگاری,11
تمثال_گر,8
تمثالات,7
تمثالوں,7
تمثالچہ,7
تمثالہ,6
تمثالی,6
تمثالیت,7
تمثالیں,7
تمثل,4
تمثلی,5
تمثلی_آلہ,9
تمثلی_بافت,10
تمثلیت,6
تمثیت,5
تمثیل,5
تمثیل_سازی,10
تمثیل_نویس,10
تمثیل_نگار,10
تمثیل_نگاری,11
تمثیل_گھر,9
تمثیلا,6
تمثیلات,7
تمثیلانہ,8
تمثیلوں,7
تمثیلچہ,7
تمثیلی,6
تمثیلی_شاعری,12
تمثیلی_قصہ,10
تمثیلی_مشین,11
تمثیلی_مضہ,10
تمثیلیت,7
تمثیلیں,7
تمثیلیہ,7
تمجید,5
تمجیدی,6
تمحیص,5
تمحیصی,6
تمحیض,5
تمدد,4
تمدد_الاوعیہ,12
تمدد_الاولمیہ,13
تمدد_الاویہ,11
تمدد_غیر_کامل,13
تمدد_وریدی,10
تمدد_وعائی,10
تمددات,6
تمددی,5
تمدن,4
تمدنی,5
تمدیح,5
تمدیحات,7
تمدیحی,6
تمدیحیں,7
تمدید,5
تمدین,5
تمر,3
تمر_دباز,8
تمر_ہندی,8
تمرد,4
تمرد_باز,8
تمرد_پیشہ,9
تمردات,6
تمردانہ,7
تمردیت,6
تمرط,4
تمرطات,6
تمرطی,5
تمرغ,4
تمرغات,6
تمرغی,5
تمرق,4
تمرقائی,7
تمرقات,6
تمرقی,5
تمرنگ,5
تمرکز,5
تمری,4
تمریخ,5
تمریخات,7
تمریخی,6
تمریش,5
تمریض,5
تمرین,5
تمرینی,6
تمرینیں,7
تمریں,5
تمریہ,5
تمزق,4
تمزقات,6
تمزقی,5
تمزقیں,6
تمزیق,5
تمزیقات,7
تمزیقی,6
تمزیقیں,7
تمزین,5
تمساح,5
تمساحین,7
تمساحیہ,7
تمسار,5
تمساری,6
تمسخر,5
تمسخرات,7
تمسک,4
تمسک_بالدین,11
تمسک_دار,8
تمسک_غلہ,8
تمسک_مصنوعی,11
تمسین,5
تمش,3
تمشی,4
تمشیت,5
تمطیط,5
تمطیطات,7
تمطیطی,6
تمطیطیں,7
تمعص,4
تمعصات,6
تمعصی,5
تمغا,4
تمغاجات,7
تمغوں,5
تمغہ,4
تمغے,4
تمل,3
تملق,4
تملقات,6
تملڑ,4
تملڑی,5
تملک,4
تملی,4
تملیک,5
تملیک_کلی,9
تملیک_کندہ,10
تملیک_کنندہ,11
تملیکات,7
تملیکی,6
تملیکیت,7
تمن,3
تمن_دار,7
تمنا,4
تمناؤ,5
تمناؤں,6
تمنائی,6
تمنائیں,7
تمنائے,6
تمنزلہ,6
تمنچہ,5
تمنچے,5
تمنی,4
تموئی,5
تموج,4
تموجی,5
تموجی_بخار,10
تموجین,6
تمورا,5
تموز,4
تمول,4
تمولات,6
تمولیا,6
تموگن,5
تمویل,5
تموین,5
تموینات,7
تموینی,6
تموینیں,7
تمویہ,5
تمڑی,4
تمڑیاں,6
تمک,3
تمکا,4
تمکن,4
تمکن_ارضی,9
تمکن_و_نظر,10
تمکنات,6
تمکنت,5
تمکین,5
تمکینات,7
تمکینی,6
تمکینیں,7
تمکیں,5
تمھارا,6
تمھاری,6
تمھارے,6
تمھیں,5
تمہا_رے_لیے,11
تمہارا,6
تمہاری,6
تمہارے,6
تمہی,4
تمہید,5
تمہید_نگار,10
تمہیدوں,7
تمہیدی,6
تمہیدیں,7
تمہیل,5
تمہیم,5
تمہیں,5
تمی,3
تمیز,4
تمیز_بافتگی,11
تمیز_بول,8
تمیز_دار,8
تمیز_داری,9
تمیزات,6
تمیزوں,6
تمیزی,5
تمیزیں,6
تمیط,4
تمیم,4
تمیمات,6
تمیمہ,5
تمیمی,5
تمیک,4
تمیک_نامہ,9
تمییز,5
تن,2
تن_آسانی,8
تن_آور,6
تن_بدن,6
تن_تن,5
تن_تناتن,8
تن_تنہا,7
تن_تنی,6
تن_درست,7
تن_درستی,8
تن_زیب,6
تن_سازی,7
تن_سکھ,6
تن_من_سے,8
تن_ناسوتی,9
تن_نزار,7
تن_و_توش,8
تن_و_توش_کا_آدمی,16
تن_پرست,7
تن_پرستی,8
تن_پروری,8
تن_پوشی,7
تن_کرتن,7
تنا,3
تناءی,5
تناءیا,6
تناءیں,6
تناؤ,4
تنائی,5
تنابز,5
تنابزات,7
تنابزہ,6
تناتن,5
تناثر,5
تناجی,5
تناجیاں,7
تناد,4
تناریری,7
تنازع,5
تنازع_بقا,9
تنازعات,7
تنازعوں,7
تنازعہ,6
تنازعی,6
تنازعے,6
تنازل,5
تناسب,5
تناسب_اضلاع_متناظرہ,19
تناسب_اعضا,10
تناسب_لفظی,10
تناسب_مسلسل,11
تناسب_معکوس,11
تناسبات,7
تناسبات_لفظی,12
تناسبوں,7
تناسبی,6
تناسخ,5
تناسخ_ارواح,11
تناسخات,7
تناسخی,6
تناسل,5
تناسلات,7
تناسلوں,7
تناسلی,6
تناسلی_اعضا,11
تناسلی_عضو,10
تناسلیات,8
تناسلیات_دان,12
تناسلیاتی,9
تناصر,5
تناضر,5
تناضرات,7
تناظر,5
تناظر_مکانی,11
تنافر,5
تنافری,6
تنافس,5
تنافسات,7
تنافض,5
تنافی,5
تناقض,5
تناقضات,7
تناقط,5
تناقطا,6
تناقطی,6
تناقل,5
تناو,4
تناور,5
تناورات,7
تناوری,6
تناول,5
تناول_ماحضر,11
تناوٹ,5
تناکر,5
تناکرا,6
تناکری,6
تناہٹ,5
تناہٹیں,7
تناہی,5
تنایا,5
تنبا,4
تنبان,5
تنبانی,6
تنبل,4
تنبلا,5
تنبلی,5
تنبلیں,6
تنبو,4
تنبوؤ,5
تنبوؤں,6
تنبوب,5
تنبوبی,6
تنبورا,6
تنبورچی,7
تنبورہ,6
تنبورے,6
تنبول,5
تنبول_داری,10
تنبول_شاہی,10
تنبولن,6
تنبولی,6
تنبولیا,7
تنبولیہ,7
تنبک,4
تنبکی,5
تنبکیاں,7
تنبکیں,6
تنبہ,4
تنبہی,5
تنبی,4
تنبیا,5
تنبیانا,7
تنبیت,5
تنبیتی,6
تنبیلا,6
تنبیہ,5
تنبیہا,6
تنبیہات,7
تنبیہی,6
تنبیہی_ساعت,11
تنت,3
تنت_کار,7
تنتالیس,7
تنتر,4
تنتر_جنتر,9
تنتر_منتر,9
تنترک,5
تنترک_رسم,9
تنترک_فلسفہ,11
تنتری,5
تنتنا,5
تنتناءہٹ,8
تنتناءہٹیں,10
تنتناءی,7
تنتناءیا,8
تنتناءیں,8
تنتناءے,7
تنتناہٹ,7
تنتو,4
تنتھا,5
تنتی,4
تنتیاں,6
تنج,3
تنجا,4
تنجم,4
تنجمی,5
تنجی,4
تنجیر,5
تنجیری,6
تنجیم,5
تنجیمی,6
تنجیمیں,7
تنجیں,5
تنح,3
تنحنح,5
تنحنحا,6
تنحنحی,6
تنخ,3
تنخح,4
تنخحی,5
تنخر,4
تنخری,5
تنخریں,6
تنخم,4
تنخمی,5
تنخمیں,6
تنخوا_دار,9
تنخوا_داری,10
تنخواہ,6
تنخواہوں,8
تنخواہیں,8
تنخی,4
تنخیں,5
تند,3
تند_خو,6
تند_خوئی,8
تند_روی,7
تند_مزاج,8
تند_ہمت,7
تندخو,5
تندخوئی,7
تندر,4
تندرست,6
تندرستی,7
تندرو,5
تندروی,6
تندش,4
تندشی,5
تندشیں,6
تندل,4
تندلا,5
تندلی,5
تندم,4
تندما,5
تندو,4
تندوؤں,6
تندور,5
تندوری,6
تندولکر,7
تندک,4
تندکا,5
تندکی,5
تندکیا,6
تندکیاں,7
تندکیی,6
تندہمت,6
تندہی,5
تندی,4
تندیاں,6
تندیل,5
تندیم,5
تندیمی,6
تنزانیہ,7
تنزل,4
تنزل_درجہ,9
تنزل_زمین,9
تنزلی,5
تنزو,4
تنزہ,4
تنزہی_کراہت,11
تنزیف,5
تنزیفات,7
تنزیفی,6
تنزیل,5
تنزیلات,7
تنزیلہ,6
تنزیلیں,7
تنزیہ,5
تنزیہہ,6
تنزیہہ_مطلق,11
تنزیہی,6
تنستق,5
تنسخیوں,7
تنسر,4
تنسرا,5
تنسری,5
تنسیج,5
تنسیجی,6
تنسیخ,5
تنسیخ_انتقال,12
تنسیخات,7
تنسیخی,6
تنسیخیں,7
تنسیع,5
تنسیعی,6
تنسیق,5
تنسیق_الصفات,12
تنسیقی,6
تنسیل,5
تنسیلی,6
تنسیلیا,7
تنش,3
تنشا,4
تنشق,4
تنشقا,5
تنشقی,5
تنشی,4
تنشی_احساس,10
تنشی_استحکام,12
تنشی_فساد,9
تنشی_فعل,8
تنشیط,5
تنشیط_قلوب,10
تنشیطی,6
تنشیق,5
تنشیقی,6
تنشیقیات,8
تنصر,4
تنصیب,5
تنصیبات,7
تنصیبی,6
تنصیر,5
تنصیص,5
تنصیص_بالصفات,13
تنصیصی,6
تنصیف,5
تنصیفات,7
تنصیفی,6
تنضیر,5
تنطع,4
تنطعی,5
تنطیر,5
تنطیل,5
تنطیلا,6
تنطیلات,7
تنطیلی,6
تنظم,4
تنظیر,5
تنظیف,5
تنظیفات,7
تنظیفی,6
تنظیفیں,7
تنظیم,5
تنظیمات,7
تنظیموں,7
تنظیمی,6
تنظیمیں,7
تنعم,4
تنعیم,5
تنعیں,5
تنغض,4
تنغیم,5
تنفر,4
تنفس,4
تنفس_انتصابی,12
تنفس_شخیری,10
تنفس_طفلی,9
تنفس_پیما,9
تنفسی,5
تنفسی_تبادلہ,12
تنفسی_تحول,10
تنفسی_جڑ,8
تنفسی_خطہ,9
تنفسی_صرصرہ,11
تنفسی_نظام,10
تنفض,4
تنفید,5
تنفیذ,5
تنفیر,5
تنفیرات,7
تنفیری,6
تنفیز,5
تنفیزت,6
تنفیزی,6
تنفیس,5
تنفیسات,7
تنفیسی,6
تنفیط,5
تنفیطی,6
تنقل,4
تنقلا,5
تنقلی,5
تنقیب,5
تنقیبی,6
تنقیح,5
تنقیح_ساز,9
تنقیح_طلب,9
تنقیحات,7
تنقیحی,6
تنقیحی_تفکر,11
تنقید,5
تنقید_الرویا,12
تنقید_حیات,10
تنقید_عالیہ,11
تنقید_کرنا,10
تنقیدی,6
تنقیدی_حقیقت,12
تنقیدیں,7
تنقیص,5
تنقیصات,7
تنقیصی,6
تنقیض,5
تنقیضات,7
تنقیضی,6
تنقیظ,5
تنقیل,5
تنقیلات,7
تنقیلی,6
تنقیہ,5
تنقیہ_جذبات,11
تنقیہ_خاص,9
تنقیہ_دماغ,10
تنقیہ_عام,9
تنقیہ_کامل,10
تنقیۂ_جذبات,11
تنقیۂ_خاص,9
تنقیۂ_دماغ,10
تنقیۂ_کامل,10
تنمیق,5
